feature	Aggregatibacter	Akkermansia	Bacteroides	Bifidobacterium	Bilophila	Blautia	Clostridium	Coprococcus	Desulfovibrio	Dialister	Dorea	Erwinia	Faecalibacterium	Fusobacterium	Lachnobacterium	Lachnospira	Methanobrevibacter	Oscillospira	Parabacteroides	Parvimonas	Phascolarctobacterium	Prevotella	Providencia	Pseudomonas	Roseburia	Ruminococcus	Serratia	Sutterella	Synergistes	Unclassified Burkholderiaceae	Unclassified Christensenellaceae	Unclassified Clostridiaceae	Unclassified Coriobacteriaceae	Unclassified Cyanobacteria	Unclassified Enterobacteriaceae	Unclassified Erysipelotrichaceae	Unclassified Firmicutes	Unclassified Lachnospiraceae	Unclassified Proteobacteria	Unclassified Rikenellaceae	Unclassified Ruminococcaceae	Unclassified S24-7	Unclassified Tenericutes	Unclassified [Barnesiellaceae]	Veillonella	[Eubacterium]	[Prevotella]	[Ruminococcus]
LLM.2017.10.15	NA	-3.38301155674821	-2.65153498013899	NA	-7.71716595396884	-5.77190891856327	-8.94982671075911	-3.73647942902567	-7.43886479148173	-5.24938699261802	-8.18429196439613	NA	-4.50026533614587	NA	NA	-3.77390296869536	NA	-7.43886479148173	-5.24938699261802	NA	-9.68679230492532	-6.00496826495157	-8.22736068628802	-13.2717548056465	-6.15281373292297	-5.7095123814254	NA	-7.3175584952596	-12.2717548056465	NA	-8.62789861587175	-9.81232318700918	-10.6867923049253	-7.22736068628802	-9.57131508750538	-6.61354332289468	-4.39217155603369	-3.48059191709146	-7.516867303483	-3.42469745955514	-3.23558119309299	-5.77190891856327	-8.81232318700918	-6.47733893929637	-11.2717548056465	NA	NA	-8.10182980420416
LLM.2017.10.25	NA	-4.20003578986685	-3.3520388833119	NA	-8.10692638547537	-5.67693854473055	-9.10692638547537	-4.44080103185961	-7.44396137275294	-6.06739802128873	-8.27685138691768	NA	-3.88453396413892	NA	NA	-3.74157601029688	NA	-6.33433688157844	-6.20003578986685	NA	-8.52196388475421	-7.0480326964218	-7.44396137275294	NA	-5.85899887203179	-4.10692638547537	-8.81741976828038	-7.23245726755923	-8.75328943086067	NA	-7.46949646486008	-10.2768513869177	-11.2768513869177	-6.45667242450249	-4.49221654136016	-6.88453396413892	-3.84430948652942	-3.19870057918303	-6.39420833755584	-3.63479969398971	-3.06739802128873	-6.70699577858673	-9.10692638547537	-7.49549167339302	-11.6918888861965	-13.2768513869177	NA	-8.32265507653081
LLM.2017.11.09	NA	-4.4076012862328	-1.36405357056004	-10.4613332701706	-7.31449188184131	-5.89364876088126	-7.65397834811298	-9.0207606787846	-9.36179759661967	-8.41070719710062	-7.26868819222819	NA	-4.46455717104487	NA	NA	-4.6069100944562	NA	-7.36179759661967	-4.18920340840137	NA	-6.42319814128381	-5.91113618761011	NA	-12.2686881922282	-11.2686881922282	-5.80925657359089	NA	-6.92883818934356	-9.5682484740871	NA	-8.87637076944943	-10.4613332701706	-11.683725691507	-7.65397834811298	-8.41070719710062	-7.36179759661967	-4.5038166014921	-3.56998352545784	-10.9467600973408	-4.2325145796747	-3.5682484740871	-9.18122535097785	-9.46133327017058	-5.85929725609049	-9.0207606787846	NA	NA	-6.20259900177042
LLM.2017.12.03	NA	-4.27807206253271	-2.55928955321518	NA	-9.69028904274917	-5.77540565638712	-9.46789662141272	-3.9243123619239	-8.95332344858296	-6.88293412069157	-7.98984932460808	NA	-4.11034461679464	NA	NA	-3.33714221725109	NA	-6.40488682388692	-5.72066269179269	NA	-9.95332344858296	-5.56789241138944	NA	NA	-7.08542698459031	-4.5610060258042	-5.69782271543458	-7.04643285297445	-13.2752515434703	NA	-7.81581992483303	-9.69028904274917	-11.6902890427492	-6.75168958741331	-6.30946725880824	-6.53378455706918	-3.9646387618108	-3.08913730392868	-5.87437210718814	-4.72450475808708	-3.49389182994567	-5.92652338923925	-10.6902890427492	-7.41727054834275	-12.2752515434703	NA	NA	-7.84898678876823
LLM.2017.12.10	NA	-3.97448276999307	-3.10981588232951	NA	-8.27597896497562	-6.60355362300413	-7.95405087008826	-3.92946523180999	-7.60355362300413	-6.10605396353331	-8.81654734633833	NA	-3.96991727554728	NA	NA	-2.95517841609399	NA	-7.44308895081088	-5.61776748222383	NA	-8.69101646425447	-9.46862404291802	NA	-12.2759789649756	-7.25361115194717	-5.59649886547018	-3.6891391770138	-8.41799796984805	-9.57553924683453	NA	-7.04716027447974	-12.2759789649756	-12.2759789649756	-7.39333591561378	-5.27035441578174	-6.64662234489601	-3.91842696035754	-3.8309641191072	-7.32178265458875	-4.30443541102485	-3.05077152803212	-7.16745450819745	-9.02805145153204	-7.12623184547094	NA	NA	NA	-8.02805145153204
LLM.2017.12.31	NA	-5.49476469174958	-3.45116566474571	NA	-9.02819689183065	-5.35131190166846	-8.95419631038687	-4.80444919088219	-9.10619940383192	-6.25375659224578	-7.49476469174958	NA	-4.14426744466545	NA	NA	-3.04370347809816	NA	-7.60369906330274	-7.21003521481647	NA	-9.81669278663694	-5.82491329344191	NA	NA	-4.44957591798332	-3.45435042330367	-5.13657305287544	-9.36923380966572	NA	NA	-7.99072218641199	-12.2761244052742	-10.6911619045531	-10.2761244052742	-8.02819689183065	-5.84149617763751	-3.81464495798808	-2.54395697961085	-9.95419631038687	-5.16759994849607	-3.23309712167969	-6.97234365709713	-9.02819689183065	-8.81669278663694	NA	NA	NA	-6.69116190455308
LLM.2018.01.14	NA	-5.70936649993067	-2.77176303706854	NA	-8.10168392270943	-4.94069204603713	-8.74804696809473	-4.54709507103179	-8.74804696809473	-6.68664642343059	-7.68664642343059	NA	-4.67169608196462	NA	-13.2716089241517	-3.56080249045239	NA	-7.08178436527173	-5.13205757175295	NA	-8.57116920601065	-7.46425400209414	NA	NA	-12.2716089241517	-4.85798099512757	NA	-8.02368141070816	-9.02368141070816	NA	-6.07193657931538	-11.6866464234306	-12.2716089241517	-6.96782817597464	-3.24646936187324	-6.82866542830302	-3.57812196665242	-3.45622562833821	-9.68664642343059	-4.48697407859422	-2.83281707157348	-7.51672142198828	-7.77975582782207	-6.40124420456834	-12.2716089241517	NA	NA	-7.16308446737358
LLM.2018.01.24	NA	-4.8355863006681	-2.49465879810296	NA	-9.02645063980278	-5.54645769868316	-8.952450058359	-3.70832411507527	-10.1044531518041	-5.42262911183031	-8.27437815324636	NA	-4.33479893893167	NA	NA	-3.40093404073099	NA	-6.56013263558024	-6.1450951363014	NA	-9.81494653460907	-5.46059696202933	NA	-9.952450058359	-6.61616667049457	-4.90369074643915	-11.6894156525252	-8.06492478761741	-11.2743781532464	NA	-7.91682614862828	-9.81494653460907	-12.2743781532464	-9.46702323118876	-4.86498721710866	-7.08455359436635	-4.26875360405248	-2.78854884454446	-7.60195281127487	-4.4930184397217	-3.32455144248725	-6.27437815324636	-8.46702323118876	-8.81494653460907	-11.6894156525252	NA	NA	-8.10445315180405
LLM.2018.02.12	NA	-4.40018907332743	-2.78185043540123	NA	-9.27670601989243	-5.9820852710008	-10.2767060198924	-4.54878556532923	-7.85044126519033	-6.12695890038775	-8.52181851772896	NA	-4.34892805781009	NA	NA	-4.45652705747724	NA	-7.06725265426348	-6.43121596894806	NA	-8.41872502476486	-7.69174351917127	NA	-11.2767060198924	-8.46935109783483	-4.80503080550039	NA	-8.63284983011771	-12.2767060198924	NA	-7.02877850644885	-9.57626630175134	NA	-9.46935109783483	-2.30372623382614	-7.41872502476486	-4.11431469113553	-3.51515478744795	-7.29942609639251	-4.34596868232954	-3.00524299198806	-7.69174351917127	-8.95477792500507	-6.99130380103018	NA	-12.2767060198924	NA	-8.46935109783483
LLM.2018.02.25	NA	-3.14040147258016	-3.66848295136943	NA	-8.31419948316968	-5.88469150108251	-11.2683957935566	-4.37357803024862	-8.02046828011297	-5.18624675220269	-8.62453960378183	NA	-5.11864867405188	NA	NA	-4.17828337389227	NA	-7.29111587005664	-6.12884444115776	NA	-9.02046828011297	-10.9464676986692	NA	NA	-9.02046828011297	-5.84213103885446	NA	-8.41041479842899	-9.46104087149895	NA	-5.88469150108251	-10.0984707921142	-9.56795607541547	-8.56795607541547	-3.23635006662575	-6.0492272730944	-3.58189526637334	-3.97147958667727	-8.13911277661159	-3.72150133366892	-2.46830480593156	-8.09847079211425	-7.91084378893848	-6.66848295136943	NA	NA	NA	-7.2460279805281
LLM.2018.03.10	NA	-4.77336692277113	-3.88089538707557	NA	-9.27321280985433	-5.26758826066046	-7.81378119121704	-6.1963972128035	-9.27321280985433	-4.57277309171324	-7.62935662007961	NA	-4.58321483843489	NA	NA	-4.78537277603128	NA	-8.41523181472676	-6.7340539987463	NA	-10.951284714967	-8.57277309171324	NA	NA	-11.6882503091332	-5.08833746694605	NA	-9.10328780841202	-11.6882503091332	NA	-6.41523181472676	-10.2732128098543	-10.951284714967	-9.57277309171324	-2.04559686644011	-6.61500132710254	-4.19372802602752	-2.84067090946608	-8.88089538707557	-5.55211362114715	-2.52837897235479	-7.54529235529114	-11.2732128098543	-8.88089538707557	NA	NA	NA	-6.60078746788284
LLM.2018.03.26	NA	-5.51917908167581	-2.98196971240303	NA	-7.71278307958764	-5.80794031262798	-8.94544383637791	-4.9499593175004	-7.51248442910181	-4.28152999426193	-8.09744692982296	NA	-5.2012827408075	-12.2673719312653	NA	-4.69372474377195	NA	-6.85798099512757	-6.00058539057037	NA	-9.46001700920767	-12.2673719312653	NA	NA	-6.48601221774061	-4.3160872162983	NA	-7.3131756208784	-9.09744692982296	NA	-5.20667599957772	-8.36048133565676	-9.68240943054412	-9.68240943054412	-8.87505450848651	-7.22297781190682	-3.97965955171582	-2.70226985290496	-10.4600170092077	-3.78961366482139	-2.1858884931716	-8.87505450848651	-9.36048133565676	-6.48601221774061	NA	NA	NA	-7.22297781190682
LLM.2018.04.08	NA	-5.0002917777421	-4.20029244308985	NA	-9.36486421003795	-5.93190480276185	-7.22736068628802	-4.13989784503768	-8.02382729220289	-6.00496826495157	-8.62789861587175	NA	-5.85390229076058	NA	NA	-3.91200524532414	NA	-7.84549005094437	-7.08193024676646	-11.2717548056465	-9.81232318700918	-9.94982671075911	NA	NA	-7.62789861587175	-4.79197454161737	NA	-9.57131508750538	NA	NA	-5.38301155674821	-10.2717548056465	-9.94982671075911	-9.81232318700918	-2.07576750761796	-6.22736068628802	-3.5800112864752	-3.56958212028093	-8.94982671075911	-4.95887185036212	-2.52860341153397	-7.14247178870151	-7.49039509212181	-9.46439988358887	NA	NA	NA	-8.02382729220289
LLM.2018.04.20	NA	-5.91125578816992	-1.87190467013387	NA	-8.1901151611654	-5.57713828427464	-8.75401604635872	-5.14829498547077	-9.27757800241574	-5.25521018938728	-7.99217578355349	NA	-5.02965048897215	NA	NA	-2.79174869371383	NA	-7.81814638377844	-5.29458442772143	NA	-10.9556499075284	-6.75401604635872	NA	-11.2775780024157	-7.81814638377844	-4.84294977477901	NA	-8.37068740680722	-12.2775780024157	NA	-7.92002599779765	-11.2775780024157	-10.6926155016946	-7.81814638377844	-6.92002599779765	-6.53611101601459	-4.53611101601459	-3.28889331564357	-8.14829498547077	-4.110159856584	-3.20611563985911	-6.90253857106881	-9.69261550169458	-7.41959700728816	-10.9556499075284	NA	NA	-7.32338169202886
LLM.2018.05.13	NA	-4.54243245680786	-2.16209842687199	NA	-7.5492216224705	-5.55604288832651	-9.95521398214633	-5.56978294495281	-8.10721707559138	-5.24371907549624	-8.23274795767524	NA	-4.96880304689429	NA	NA	-5.48272621068359	NA	-6.8177104583964	-4.91959007241561	NA	-8.27714207703369	-9.46978715497609	-9.10721707559138	NA	NA	-5.45696311461851	NA	-8.37025148142518	-12.2771420770337	NA	-6.91959007241561	-9.95521398214633	-10.9552139821463	-9.18967923578336	-7.27714207703369	-6.99173985817145	-3.29986215353378	-3.49087244938523	-8.06768871140475	-4.12993715209147	-2.20032647998286	-7.75358012097668	-9.5767023588926	-6.16861762025553	NA	NA	NA	-6.88482465425493
LLM.2018.05.27	NA	-4.914180631539	-2.62238362656767	NA	-7.16759994849607	-5.88380698249548	-8.75256244921722	-6.60369906330274	-7.88380698249548	-5.06180528447347	-9.1886615640239	NA	-5.58263744777491	-11.6911619045531	NA	-4.11625306849585	NA	-7.08629984639422	-5.08136755085199	NA	-9.46876948321663	-7.52123690311077	NA	NA	-8.88380698249548	-4.4275014648449	NA	-7.4432343911095	-9.81669278663694	NA	-7.34538706771135	-10.2761244052742	-10.2761244052742	-6.86673346913654	-5.04250472851454	-7.46876948321663	-4.15978044403677	-3.52961008413577	-3.21003521481647	-3.9838027724722	-2.76437175150686	-5.21542847358668	-11.6911619045531	-7.57568468713315	-12.2761244052742	NA	NA	-6.95419631038687
LLM.2018.06.10	NA	-5.43208795147136	-2.57021887033485	NA	-8.81814638377844	-5.76187816413169	-7.12783088291105	-5.50939367763881	-8.27757800241574	-5.20611563985911	-7.95564990752837	NA	-5.91125578816992	-12.2775780024157	NA	-4.46700636767459	NA	-6.99217578355349	-4.96016538865087	NA	-10.6926155016946	-7.88526057963698	NA	-12.2775780024157	-10.1076530009734	-5.17954591945521	-12.2775780024157	-9.02965048897215	-12.2775780024157	NA	-6.40721328283233	-8.75401604635872	-10.9556499075284	-9.37068740680722	-3.04036804166071	-6.95564990752837	-3.74619654189942	-2.77972616546462	-7.41959700728816	-4.16644233218103	-2.95564990752837	-6.3949349530539	-9.1901151611654	-6.59107747523252	NA	NA	NA	-7.32338169202886
LLM.2018.06.24	NA	-4.83768230166045	-2.16623274264187	NA	-8.58018607936809	-5.018530952139	-7.88830837473042	-8.75706384145217	-7.55270534294598	-5.87123486137148	-8.11070079606687	NA	-5.00450139223494	NA	NA	-4.37073271373914	NA	-7.09080123862916	-4.28344631657156	NA	-9.82119417887188	-9.47327087545157	NA	NA	NA	-6.7887727011795	NA	-8.11070079606687	NA	NA	-6.48620993115907	-9.37373520190066	-11.695663296788	-8.63676960773445	-9.03269828406559	-6.56638027984306	-5.018530952139	-2.94635251220199	-3.85017324584365	-3.48458618867941	-2.73759397725394	-7.30334587400926	-10.9586977026218	-6.4351357465648	NA	NA	NA	-7.09080123862916
LLM.2018.07.01	NA	-3.11968224666269	-3.381686523898	NA	-10.0790402621653	-4.99157742091501	-10.9270371687203	-7.89141325898957	-8.72540330755064	-7.09921814410298	-7.57653992163616	NA	-5.97284085833342	NA	NA	-7.24896526360766	-12.2489652636077	-7.54852554546656	-5.46106270421623	NA	-9.34207466799914	NA	NA	NA	-13.2489652636077	-5.33010202633306	NA	-10.4416103415501	-10.6640027628865	NA	-6.31822792604477	-9.54852554546657	-8.49407776144419	-11.6640027628865	-8.11968224666269	-4.54506169016299	-2.62874543810017	-3.00698211391333	-4.17750290105103	-4.2688256859685	-2.52189570558395	-10.0790402621653	-7.60510907383293	-7.60510907383293	NA	-12.2489652636077	NA	-5.9360823083233
LLM.2018.07.17	NA	-4.77639647566482	-3.57302128049874	NA	-9.46089464993689	-5.8088179533572	-6.52678258559335	-5.16496176358247	-8.46089464993689	-5.13382325177357	-8.5678098538534	NA	-4.95536661671014	NA	NA	-3.61899339447718	NA	-6.01086172930184	-6.91069756737641	NA	-8.94632147710713	-8.62439338221977	NA	-11.6832870712733	-7.22385545263604	-4.24034357542461	-9.8088179533572	-10.2682495719945	NA	NA	-6.8088179533572	-8.46089464993689	-9.09832457055218	-9.94632147710713	-4.63889295191488	-5.27389613513563	-3.47545927769343	-3.42119222590316	-3.41650053057844	-4.72909076088646	-2.54118001397079	-6.69839396366354	-9.26824957199449	-9.36135897638597	NA	NA	NA	-7.98284735313224
LLM.2018.07.18	NA	-5.60892517300954	-3.43586046403666	NA	-9.28135051498104	-7.42336951985346	-9.82191889634374	-8.23695639562258	-8.82191889634374	-6.05253182448515	-9.37445991937252	NA	-4.73060372959779	NA	NA	-4.38653275167309	NA	-7.13160339547635	-5.48045061506073	NA	-10.6963880142599	-8.69638801425988	NA	NA	NA	-6.44846050081629	-13.281350514981	-8.63749432520631	-11.281350514981	NA	-7.09152595610102	-9.69638801425988	-11.6963880142599	-9.95942242009367	-1.6106942658626	-7.37445991937252	-4.69638801425988	-2.79955108331528	-5.1938876737307	-4.24517690242755	-3.20186573115422	-9.58091079683994	-12.281350514981	-7.7267616633034	NA	NA	NA	-8.15206749803607
LLM.2018.07.29	NA	-6.34684066485285	-2.67766516022861	NA	-8.52269050025227	-7.12783088291105	-7.66286815830053	-6.20076240536491	-8.69261550169458	-5.51602676997126	-8.52269050025227	NA	-4.52938515282628	NA	NA	-3.44785526732968	NA	-5.64095338187209	-4.85131324771364	NA	-9.81814638377844	-6.34684066485285	NA	NA	-7.3949349530539	-4.11267107574005	NA	-6.40721328283233	-12.2775780024157	NA	-7.7229891507381	-9.95564990752837	-12.2775780024157	-6.75401604635872	-3.32775129165663	-8.41959700728816	-4.06812463678679	-3.32775129165663	-5.49621828889108	-4.56677156871638	-2.95564990752837	-5.89387370994168	-9.95564990752837	-7.69261550169458	NA	NA	NA	-7.81814638377844
LLM.2018.08.11	NA	-5.1677453741341	-3.73517321556275	NA	-8.02834231746869	-7.23187571155382	-6.95434173602491	-6.34553249334938	-7.36937923530375	-4.84581727924674	-9.18880698966193	NA	-5.2101806404545	NA	-13.2762698309123	-3.77642394382907	NA	-6.46891490885467	-6.7844167345826	NA	-9.81683821227497	-8.95434173602491	NA	NA	-6.27626983091227	-4.51471859846779	NA	-7.5213823287488	-9.69130733019112	NA	-6.80053639994587	-8.88395240813351	-12.2762698309123	-8.4182888357847	-3.22778295691993	-6.81683821227497	-3.83747797833401	-3.3249851159453	-3.96112026865597	-3.7844167345826	-2.58976930372905	-5.53480284451112	-9.57583011277118	-6.97248908273517	NA	NA	NA	-8.1469868139673
LLM.2018.08.25	NA	-3.97371330847972	-3.2340023375747	NA	-8.62906513709228	-6.5450008723038	-7.20683213640923	-5.88921703439295	-8.41494033173943	-5.60049598489551	-8.62906513709228	NA	-5.42117228545095	NA	NA	-4.10550318103527	NA	-6.36603073125848	-7.08309676798699	NA	-8.88060390408824	-8.18545848561666	NA	NA	-7.22852720750855	-4.81759410656244	NA	-8.68795882614585	-7.18545848561666	NA	-7.04410263637112	-9.8134897082297	-9.95099323197964	-9.10299632542469	-2.08247930808418	-6.58642079968378	-4.1181032178149	-3.71258849265456	-7.02499381342342	-4.4305709834532	-2.75919373091457	-8.88060390408824	-9.18545848561666	-7.71833247518937	-11.272921326867	NA	NA	-7.25055351383855
LLM.2018.08.31	NA	-4.03600128602253	-3.20637273495127	NA	-9.10925026805317	-7.0312477560519	-8.23478115013703	-5.0312477560519	-8.27917526949548	-6.0503565789996	-9.0312477560519	NA	-5.9304471152644	NA	NA	-4.0431610775954	NA	-6.67926242730835	-6.45899630708029	NA	-9.19171242824514	-7.55125481493228	NA	-12.2791752694955	-8.63531907972076	-5.11930393271709	NA	-8.37228467388696	-10.2791752694955	NA	-7.9216232648774	-10.1092502680532	-10.6942127687743	-7.21308607903771	-1.96515856559412	-8.23478115013703	-4.5718161374146	-3.69797468757052	-6.99377305063323	-3.29618169480117	-3.15634727468781	-8.95724717460812	-10.2791752694955	-6.74001645838745	-12.2791752694955	NA	NA	-9.37228467388696
LLM.2018.09.01	NA	-4.47846287942048	-3.71770369200557	NA	-7.52123690311077	-6.57568468713315	-7.95419631038687	-5.13146616244236	-7.4432343911095	-5.00933786457934	-8.46876948321663	NA	-5.29313083057993	NA	NA	-3.4275014648449	NA	-6.21003521481647	-6.7215355535966	NA	-10.6911619045531	-7.63226821549951	NA	NA	-7.84985965057214	-5.5414147850484	NA	-8.75256244921722	-8.69116190455308	NA	-7.66141456115903	-9.1886615640239	-10.2761244052742	-8.32192809488736	-2.64403799243906	-6.54820395071104	-4.5414147850484	-3.41503749927884	-5.04730571477836	-3.31467471087604	-2.76141035113575	-9.1886615640239	-10.1061994038319	-6.34538706771135	-10.9541963103869	NA	-12.2761244052742	-9.27612440527424
LLM.2018.09.18	NA	-6.19156729519931	-3.7495995823035	-12.2790301364496	-8.27903013644965	-5.98440938755802	-8.23463601709119	-6.01224359575475	-7.30175021294973	-4.86540220742548	-9.10910513500734	NA	-4.63157170999473	-11.6940676357285	NA	-3.73793352110012	NA	-7.49767042292499	-6.57859041830856	NA	-8.0695767708207	-3.5545162833297	NA	NA	-10.6940676357285	-5.12421202739754	NA	-8.23463601709119	-11.2790301364496	NA	-8.75546818039264	-9.57859041830856	-10.471675214392	-8.23463601709119	-2.33212386199325	-6.97524938827255	-4.30748658249888	-3.021642293757	-10.471675214392	-5.0263647039994	-2.92147813183157	-5.40866541686624	-13.2790301364496	NA	-11.2790301364496	NA	NA	-8.47167521439204
LLM.2018.09.19	-11.6952282914958	-6.77239615201821	-2.46320716896153	NA	-9.11026579077459	-6.83724729636818	-7.85392603751481	-6.51200646743998	-8.28019079221691	-5.46640960099987	-9.82075917357961	NA	-4.77239615201821	NA	NA	-3.38537302890896	NA	-6.9764100440398	-5.55909160350972	-13.2801907922169	-8.32599448183003	-3.3303640814578	NA	NA	-13.2801907922169	-4.19804175086303	-11.6952282914958	-7.69522829149575	NA	NA	-9.57975107407581	-11.2801907922169	NA	-7.13044367271222	-2.9764100440398	-8.4728358701593	-4.57975107407581	-3.38537302890896	-10.2801907922169	-4.65448194915244	-3.49883107869225	-5.44730077805217	-11.6952282914958	-11.2801907922169	-10.2801907922169	NA	NA	-8.37330019660839
LLM.2018.09.24	-11.279465491794	-8.07001212616501	-2.546450170108	NA	-9.69450299107281	-6.69450299107281	-10.1095404903517	-6.75590353573695	-10.1095404903517	-6.08964093291395	-8.9575373969066	NA	-5.25155949522408	NA	NA	-3.3680735039505	NA	-7.17094103501579	-5.87858605551178	NA	-11.279465491794	-3.08964093291395	NA	-13.279465491794	NA	-5.3907222428957	NA	-8.03153797835038	NA	NA	-11.279465491794	-12.279465491794	-13.279465491794	-10.6945029910728	-1.67259765441981	-7.85320073709187	-5.19200265054362	-4.12211855643112	-12.279465491794	-5.07489434754476	-4.32818077682699	-7.25709767876551	-10.9575373969066	-10.9575373969066	NA	NA	NA	-8.8871480690152
LLM.2018.09.29	-12.2768513869177	-7.01006484622278	-3.83390789106895	-11.6918888861965	-8.95492329203032	-7.01006484622278	-9.36996079130916	-4.19470234556381	-8.06739802128873	-5.5694922548368	-9.10692638547537	NA	-5.64749476683807	-12.2768513869177	NA	-5.0384466475926	-11.6918888861965	-6.97307063874058	-6.97307063874058	-13.2768513869177	-10.1069263854754	-5.72226253524005	NA	-10.1069263854754	NA	-5.01946354422503	NA	-8.52196388475421	NA	NA	-8.10692638547537	-10.2768513869177	-10.6918888861965	-9.81741976828038	-1.59473462196761	-8.63299519714296	-4.5153001544732	-2.96283468301632	-11.6918888861965	-4.15791031419417	-2.97649882658946	-7.27685138691768	-8.75328943086067	-8.95492329203032	-12.2768513869177	-13.2768513869177	NA	-9.18938854566734
LLM.2018.10.03	-13.2739412597768	-6.63008507000212	-3.0791844053546	-12.2739412597768	-8.2295471404184	-6.46658633771924	-9.57350154163576	-3.77808623288968	-7.54602080521365	-5.83931303214012	-9.10401625833454	NA	-5.08906591686856	-12.2739412597768	NA	-4.67402841758972	-11.6889787590557	-6.9885390409146	-5.88162383699809	-12.2739412597768	-9.68897875905569	-4.73866588315605	NA	-10.2739412597768	NA	-4.6050562755106	NA	-7.41596026464928	-10.2739412597768	NA	-8.10401625833454	-10.6889787590557	-10.6889787590557	-7.63008507000212	-2.36180040348113	-7.71935240809921	-4.38519801087859	-3.47142489465563	-9.57350154163576	-3.35656918030001	-3.20382031530003	-6.47952539342674	-9.81450964113955	-7.54602080521365	-13.2739412597768	-13.2739412597768	NA	-7.9885390409146
LLM.2018.10.07	NA	-5.83788458502123	-1.90165753367727	-12.2641493397233	-8.87183191694457	-6.70956048804569	-12.2641493397233	-8.21975522036487	-7.53622888516013	-7.74058738366632	-8.74058738366631	NA	-4.79247412533128	-11.2641493397233	NA	-5.60593785697153	-10.4567944176657	-6.67918683900217	-4.70956048804569	NA	-9.17668649847299	-7.50926183755986	NA	-9.80471772108603	-8.74058738366631	-6.07432478084331	NA	-7.11440222021865	-11.2641493397233	NA	-7.67918683900217	-9.45679441766572	-10.4567944176657	-7.13486632277836	-3.6202931499486	-7.35725874411481	-4.23072633818588	-4.28400976208417	-7.94222124483597	-2.7633074601664	-2.81396909255857	-7.80471772108603	-10.4567944176657	-5.812938227891	-13.2641493397233	-13.2641493397233	NA	-5.30414740765525
LLM.2018.10.17	NA	-4.99040042100917	-3.27117119113977	-11.6862086904186	-9.02324367769619	-7.00438465044487	-8.87885376836101	-4.55692567347365	-8.10124618969746	-6.58467066395655	-8.74760923508276	NA	-4.98576897227752	-13.2711711911398	NA	-3.27681775428091	-11.2711711911398	-7.46381626908217	-6.01378334844712	NA	-10.2711711911398	-9.10124618969746	NA	-11.6862086904186	-10.9492430962524	-5.15742902509058	-13.2711711911398	-8.06171782551082	-9.68620869041862	NA	-6.98576897227752	-9.46381626908217	-11.2711711911398	-7.98576897227752	-2.06598886491113	-6.94924309625241	-3.64181457106016	-3.70511715296868	-8.57073147299868	-4.1890221497859	-3.2641439242458	-5.75547135285573	-10.2711711911398	-10.2711711911398	-13.2711711911398	-13.2711711911398	NA	-9.10124618969746
LLM.2018.11.04	NA	-2.75642590817202	-2.89769445099127	-11.266200912499	-9.01827339905538	-6.34733767522437	-12.266200912499	-6.08629182248403	-8.68123841177781	-6.35931031689044	-8.62234472272424	NA	-5.49141385289779	-13.266200912499	NA	-5.72704210139093	-9.68123841177781	-6.89116148115204	-4.93528403438434	NA	-8.45884599044136	-7.62234472272424	NA	-11.6812384117778	NA	-5.01353548004871	-6.69634530416801	-7.38355786313712	-11.266200912499	NA	-6.32368640715972	-10.266200912499	-9.80676929386166	-10.9442728176116	-4.95786188235955	-6.74263895644195	-3.90864890788088	-3.96013922307062	-10.9442728176116	-2.77735656604162	-2.43885820826485	-8.80676929386166	-11.266200912499	-7.05674754687001	-13.266200912499	NA	NA	-7.9442728176116
LLM.2018.11.14	NA	-7.46629500188609	-2.79690372000423	-11.6886874232225	-8.75008796788668	-7.00686338324879	-9.27364992394369	-5.51209869149921	-8.62979373416897	-6.19683432689286	-9.46629500188609	NA	-4.49229021041903	-13.2736499239437	NA	-3.334070709629	-10.9517218290563	-6.34291258638081	-5.34883742033791	NA	-9.27364992394369	-4.25405919558581	NA	-10.9517218290563	-7.12390280443901	-4.282128077868	-4.7461729178833	-7.29637000044378	-11.2736499239437	NA	-7.12390280443901	-10.2736499239437	-13.2736499239437	-6.26242266852044	-2.81012555067251	-7.68868742322254	-4.94722043682139	-3.32236520897672	-7.08382536506367	-4.05933080314293	-3.8706379003687	-5.70379431561274	-8.46629500188609	-10.2736499239437	-11.6886874232225	-13.2736499239437	NA	-10.1037249225014
LLM.2018.11.24	NA	-5.91357850155695	-3.66519087168755	NA	-9.27990071580276	-5.91357850155695	-9.69493821508161	-3.74851925528645	-8.27990071580276	-6.26867346037951	-8.23550659644431	NA	-4.46932908106162	NA	NA	-3.71004510747181	NA	-6.99449849694051	-5.93117256157168	NA	-10.6949382150816	-10.1099757143605	NA	NA	-6.82046909716546	-4.85783594962995	-4.78804761947309	-8.07044735017381	-11.6949382150816	NA	-6.97611996762566	-9.82046909716546	-9.57946099766167	-9.27990071580276	-2.74851925528645	-6.47254579374516	-3.85363596110066	-3.37903390782201	-8.32570440541589	-3.44542966581854	-3.10497503330208	-7.37301012019424	-8.1506176988578	-10.4725457937452	NA	NA	NA	-9.19243787455242
